,Tweets,Sentiment,compound_score,Negative_percentage,Neutral_precentage,Positive_percentage,Negative_score,Neutral_score,Positive_score
220,  that`s why I need to be there...To represent the Blackberries,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
221,Okay so I`m dedicating my 300th tweet to the fact that I`m going to the Apple store because there is a HUGE crack on the glass screen!,positive,0.6399,0.0,82.69999999999999,17.299999999999997,0.0,0.827,0.173
222, If only we could ever actually be allowed to stay here and do that,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
223, Let me know how that turns out!!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
224, was that sass I detect?  As long as it isn`t back sass! Haha,positive,0.5093,0.0,78.5,21.5,0.0,0.785,0.215
225," yeah I was thinking about that ,ahaha",positive,0.296,0.0,73.2,26.8,0.0,0.732,0.268
226, Sports Bar Shatranjanpoli Rest Ph 26498457 All Sports Bar Andheri W 26733333 Dont know whether that helps. Google ki jai ho,positive,0.3818,0.0,88.5,11.5,0.0,0.885,0.115
227,I`m not sleeping at all until  accepts my appology,positive,0.3182,0.0,77.7,22.3,0.0,0.777,0.223
228,"Wolverine Was BOSS! Seriously, And Will.I.Am Was In It, What The **** ??",negative,-0.3296,16.400000000000002,83.6,0.0,0.164,0.836,0.0
229," I live for pain, bring it on",negative,-0.5106,35.5,64.5,0.0,0.355,0.645,0.0
230,"okay, i`m out for a while  back later!",positive,0.2942,0.0,76.2,23.799999999999997,0.0,0.762,0.238
231,  #powerblog What is this powerblog challenge you keep talking about?  I`m a newbie follower,positive,0.0772,0.0,90.9,9.1,0.0,0.909,0.091
232,almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. Got a headache now  #insanedefaults,negative,-0.1796,14.399999999999999,74.2,11.4,0.144,0.742,0.114
233,Waiting for tish to get off. Got to drive my moms CRV to pick her up all my myself and duckie. First time,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
234,"Trying to decide on a movie with the friends.. not going to well! lol :p  No bible study 2nite, which means ****-day cake  buy my own??",positive,0.6745,12.0,62.6,25.5,0.12,0.626,0.255
235,going to shower because i don`t want to smell at school tomorrow,positive,0.0772,0.0,89.4,10.6,0.0,0.894,0.106
236, Sigh... you know I am...,neutral,0.0258,0.0,78.4,21.6,0.0,0.784,0.216
237,"discovered cause of a bug in the new #NetPLAYER 4 build. Publishing bug fix now, hopefully new beta by tomorrow",positive,0.4019,0.0,87.6,12.4,0.0,0.876,0.124
238,Here are 4 FREE twitter tools will get you followers  http://short.to/511q http://jijr.com/hulz http://short.to/511r http://2ve.org/xPG0/,positive,0.6166,0.0,76.3,23.7,0.0,0.763,0.237
239,just got home from work.... and is chugging down a big bottle of apple juice.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
240, Yes it does. Please dont` go. If you die I will cry.. which normally leads to small animals getting harmed,negative,-0.7269,33.6,49.8,16.6,0.336,0.498,0.166
241,writing report cards  soooo tired but what an amazing day. check it out on fb soon!,positive,0.6749,9.1,65.3,25.6,0.091,0.653,0.256
242, it was only once for my big brother...and I`m done now,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
243,good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn,negative,-0.3818,20.8,68.2,11.0,0.208,0.682,0.11
244,"Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning",positive,0.891,0.0,62.1,37.9,0.0,0.621,0.379
245,FTSK and Mercy Mercedes were amazing tonight.. as always,positive,0.743,0.0,52.6,47.4,0.0,0.526,0.474
246,  hope he is ok!,positive,0.4926,0.0,48.4,51.6,0.0,0.484,0.516
247,can`t school just be done already? it hurts too much... seeing him every day,negative,-0.4767,19.3,80.7,0.0,0.193,0.807,0.0
248,"I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says 'Crackerack'?",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
249, Hell Yeah!,negative,-0.5707,69.0,0.0,31.0,0.69,0.0,0.31
250, HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
251, i know!!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
252, huh what the ****? Smelly? Noooo. I love alex Vixon,positive,0.6767,0.0,66.4,33.6,0.0,0.664,0.336
253,"Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara",positive,0.9049,0.0,66.2,33.800000000000004,0.0,0.662,0.338
254," Happy b-day! Just woke up on this side of Earth, so wishes are bit late",positive,0.7276,0.0,68.0,32.0,0.0,0.68,0.32
255,"thank you for teaching me values and to be a better person each day  I LOVE SO MUCH, YOU`RE THE BEST MUM IN THE WORLD",positive,0.9582,0.0,52.7,47.3,0.0,0.527,0.473
256,HAPPY MOTHERS DAY.!,positive,0.6114,0.0,33.4,66.60000000000001,0.0,0.334,0.666
257," *laughs* I`m glad that you have self confidence - it`s a wonderful trait to have  I`ll applaud extra loud for it, okay?",positive,0.9524,0.0,46.9,53.1,0.0,0.469,0.531
258,  Thanks,positive,0.4404,0.0,0.0,100.0,0.0,0.0,1.0
259,twittering after 2 days!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
260,Getting ready for week  Its too nice today to be stuck inside working!,positive,0.5562,11.4,56.8,31.8,0.114,0.568,0.318
261,I am tres depressed,negative,-0.5106,52.400000000000006,47.599999999999994,0.0,0.524,0.476,0.0
262,"Felt like ****, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick.",negative,-0.296,20.5,62.9,16.6,0.205,0.629,0.166
263,Happy Mothers Day people. i love my mom a lot still,positive,0.836,0.0,53.300000000000004,46.7,0.0,0.533,0.467
264, I`m sorry to hear that.,negative,-0.0772,24.5,75.5,0.0,0.245,0.755,0.0
265," That`s awesome dude, yay for surprise celebrities!  I got to meet him a few years ago, he was soooo friendly.",positive,0.92,0.0,55.00000000000001,45.0,0.0,0.55,0.45
266," it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!",positive,0.857,0.0,70.3,29.7,0.0,0.703,0.297
267,Is getting the hang of Twitter.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
268,You know your neck is jacked up when you are forced to pay for parking bc you can`t turn you head to parallel park in the free spaces...,neutral,-0.0258,13.5,76.5,10.100000000000001,0.135,0.765,0.101
269,I want it BACK NOW!: http://bit.ly/PP1WZ,positive,0.1511,0.0,75.8,24.2,0.0,0.758,0.242
270,Going to miss my roomie ... We will no longer be roomies starting tomorrow,negative,-0.4215,24.099999999999998,75.9,0.0,0.241,0.759,0.0
271,"bathing with two little angels, Keyla and Janice.",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
272," Yep, finished, chocked full of spelling and grammatical errors, but I`m cleaning it up tomorrow and popping it up  hehe",neutral,-0.0258,8.0,84.5,7.5,0.08,0.845,0.075
273, HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is,positive,0.4753,0.0,82.3,17.7,0.0,0.823,0.177
274,"Family is here,hanging with them",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
275,Watching Ellen Love her!! then doing the dishes  and tanning ...it`s gorgeous out!,positive,0.8772,0.0,54.800000000000004,45.2,0.0,0.548,0.452
276, what`s goin on hun?  I`m worried about you,negative,-0.296,23.9,76.1,0.0,0.239,0.761,0.0
277, Im not bannished... but I am at work till 6,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
278," Morning! If I get to see it, I`ll let you know. Right now, I`m going to go see Wolverine.",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
279," red top tabloids, build em up, knock em down",positive,0.2023,0.0,81.6,18.4,0.0,0.816,0.184
280,tonight in party w/ my girls (minus vita),positive,0.4019,0.0,72.2,27.800000000000004,0.0,0.722,0.278
281,  why not now you made me sad I thought you`d be jumping for joy,positive,0.1779,16.400000000000002,63.5,20.1,0.164,0.635,0.201
282, Simple my a#@,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
283,"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now",positive,0.7615,0.0,80.5,19.5,0.0,0.805,0.195
284," I saw the play of it here, it was amazing",positive,0.7351,0.0,56.3,43.7,0.0,0.563,0.437
285, _ i am glad to break my twitter virginity with you two.,positive,0.4588,0.0,78.60000000000001,21.4,0.0,0.786,0.214
286,Dinner with the fam... I have missed them,negative,-0.296,23.9,76.1,0.0,0.239,0.761,0.0
287,"_Live That`s what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.",neutral,-0.0028,9.6,76.6,13.8,0.096,0.766,0.138
288,Hell yeah Kellynn got a Twitter. Finally.,negative,-0.5267,39.0,42.4,18.6,0.39,0.424,0.186
289," I know   It was worth a shot, though!",positive,0.2942,0.0,76.2,23.799999999999997,0.0,0.762,0.238
290,"Just opened a facebook account, I`m a little confused I don`t really get it. Twitter seems much better",positive,0.2247,9.6,76.5,13.900000000000002,0.096,0.765,0.139
291,Ship. I`m stuck.,negative,-0.25,50.0,50.0,0.0,0.5,0.5,0.0
292,DUSTBIN BABY ON AT 11.30 Cannot wait  x,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
293," Not going to dwell on it. It happened, it`s passed. Just a shame as he was so supportive! Such is life!  x",negative,-0.2932,18.8,70.6,10.6,0.188,0.706,0.106
294,It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters,positive,0.6124,0.0,81.5,18.5,0.0,0.815,0.185
295,Home empty handed.  No comics found today.  I shall now indulge in my cupcakes from Magnolia Bakery.,negative,-0.4588,21.099999999999998,78.9,0.0,0.211,0.789,0.0
296,Laying in bed til workkk... Oh the life. Definitely pinched a nerve.,positive,0.4019,0.0,80.30000000000001,19.7,0.0,0.803,0.197
297,today is a busy day. exhausting!,negative,-0.4199,35.8,64.2,0.0,0.358,0.642,0.0
298," I was going to go on Sunday, but now I`ve got too much going on that weekend",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
299, Sorry to hear ur flight got cancelled  that blows!!!,negative,-0.4898,37.4,62.6,0.0,0.374,0.626,0.0
300,ohh my tooth is hurts ohh  im sad it very hurts,negative,-0.8622,54.50000000000001,45.5,0.0,0.545,0.455,0.0
301,"Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love",positive,0.6588,14.299999999999999,59.0,26.700000000000003,0.143,0.59,0.267
302, u think u have bills Ha!Ii just finished paying mine that`s y I`m broke,negative,-0.4753,19.2,80.80000000000001,0.0,0.192,0.808,0.0
303, Not sure it didn`t say it was 2 big. I jst saw the pics of u on ur last bday. You looked so pretty!! I miss you!!,positive,0.5359,11.600000000000001,72.5,16.0,0.116,0.725,0.16
304,sore throat. Planning the TET outing to Marwell though...good times,negative,-0.3612,21.7,78.3,0.0,0.217,0.783,0.0
305,mcfly gig last nightt omg it was amazin didnt sit down through the whole thing  mcfly did you see me and ma best mate we were in tutus,positive,0.6369,0.0,86.5,13.5,0.0,0.865,0.135
306,2 days without sleep and now a migraine. I thought life postR01 was meant to be relaxing,positive,0.4939,0.0,83.3,16.7,0.0,0.833,0.167
307, There!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
308,?sucks!?..,negative,-0.4857,100.0,0.0,0.0,1.0,0.0,0.0
309, whens the sway sway winner announced?,positive,0.5859,0.0,56.8,43.2,0.0,0.568,0.432
310, K will check it out...,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
311," doing pretty well, up and wide awake",positive,0.6486,0.0,48.5,51.5,0.0,0.485,0.515
312,"i want to wake up early, and get a coffee tomorrow (today) !  it`s going to be a busyy day! but have to keep writing.. booo whoo!",positive,0.2561,0.0,92.80000000000001,7.199999999999999,0.0,0.928,0.072
313,I Miss Daddy and Mommy,negative,-0.1531,28.599999999999998,71.39999999999999,0.0,0.286,0.714,0.0
314,"My dog is officially depressed that my brother`s dogs are gone. He doesn`t want to go outside and when we did, he play half-heartedly.",negative,-0.1531,11.799999999999999,75.0,13.200000000000001,0.118,0.75,0.132
315,I just realized that I can`t forward text msgs with my iPhone.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
316,"My frist post... Off to find a new car for my parents, exciting!",positive,0.5411,0.0,77.5,22.5,0.0,0.775,0.225
317,Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it`s repeated? Must investigate!,negative,-0.9429,48.4,51.6,0.0,0.484,0.516,0.0
318,seriously bored without anyone to talk to... but not tired enough for sleep,positive,0.298,18.099999999999998,62.5,19.400000000000002,0.181,0.625,0.194
319, I am lost. Please help me find a good home.,positive,0.6808,14.2,37.0,48.8,0.142,0.37,0.488
320,"It`s a Peter & Gordon morning  -> And I, go to pieces and I wanna hide / Go to pieces and I almost die / Ever... ? http://blip.fm/~5yk38",negative,-0.6494,17.0,83.0,0.0,0.17,0.83,0.0
321,Ok so I`ve now got a bit of a bad back after lifting all drum hardware into my car   downer.,negative,-0.3182,14.799999999999999,75.9,9.3,0.148,0.759,0.093
322, LMAO... Smh!  that one threw me off.,positive,0.561,18.8,40.9,40.300000000000004,0.188,0.409,0.403
323, oh nice going!,positive,0.4753,0.0,39.300000000000004,60.699999999999996,0.0,0.393,0.607
324,Is getting ready for work... Working all weekend,positive,0.3612,0.0,73.7,26.3,0.0,0.737,0.263
325,Gonna celebrate Mothers Day with the family but gonna start the partying tonite,positive,0.6956,0.0,65.7,34.300000000000004,0.0,0.657,0.343
326, i agree with you!,positive,0.4199,0.0,51.800000000000004,48.199999999999996,0.0,0.518,0.482
327, I only do computers. Am hopeless at everything else,negative,-0.4588,27.3,72.7,0.0,0.273,0.727,0.0
328,"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",negative,-0.0772,20.8,60.4,18.8,0.208,0.604,0.188
329,_2nd aww thanks!,positive,0.4926,0.0,38.5,61.5,0.0,0.385,0.615
330, Sorry RB is on PS3 for me,negative,-0.0772,17.8,82.19999999999999,0.0,0.178,0.822,0.0
331,I saw amazing heeels. But they were too big,positive,0.34,0.0,76.9,23.1,0.0,0.769,0.231
332,I just stuck my finger down my throat and there are a bunch of bumps on my tongue & throat.,negative,-0.25,9.5,90.5,0.0,0.095,0.905,0.0
333,dang last url went down  ? http://blip.fm/~7aigm,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
334," ohoh i missed all ur tweets  im gonna have to stay awake all night to see the announcement now, **** time difference",negative,-0.296,9.5,90.5,0.0,0.095,0.905,0.0
335, Damnit all. That sucks.  You were one of the ones I thought I`d drag back lol,negative,-0.6124,34.5,53.1,12.4,0.345,0.531,0.124
336, my boss. She`s moving to NYC,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
337,this is sooo crazy i have fever..,negative,-0.34,28.599999999999998,71.39999999999999,0.0,0.286,0.714,0.0
338,is spending her Saturday morning taking notes for a research essay because some stupid **** recalled the book I`m using. Not fair,negative,-0.6555,21.099999999999998,78.9,0.0,0.211,0.789,0.0
339,I think i need some new friends,positive,0.4767,0.0,65.9,34.1,0.0,0.659,0.341
340, Looking forward to your gig in Ireland!!!  See ya there!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
341,Please Review Sunehre Ad Placement  http://tinyurl.com/oow6mk,positive,0.3182,0.0,68.5,31.5,0.0,0.685,0.315
342,aww  you loooove me,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
343,"is hungry, twitter.  i want food. </3",negative,-0.5719,38.800000000000004,48.5,12.6,0.388,0.485,0.126
344,awesome lucky you,positive,0.7845,0.0,12.7,87.3,0.0,0.127,0.873
345," yea, i should know.. but tell me EVERYTHING!  ps: send me direct messages telling..   haha",positive,0.6476,0.0,76.5,23.5,0.0,0.765,0.235
346," haha im jewish, i love that one",positive,0.802,0.0,41.0,59.0,0.0,0.41,0.59
347,"had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!",positive,0.5374,8.200000000000001,76.3,15.5,0.082,0.763,0.155
348, l`m on 3 days too matt. No fun this weekend.,negative,-0.4023,23.1,76.9,0.0,0.231,0.769,0.0
349, u really don`t think so?  maybe ur right....lol. btw what phone u using? think u told me b4...i might have an app for u,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
350, I feel your pain. Mine is the same way,negative,-0.5106,29.2,70.8,0.0,0.292,0.708,0.0
351,comes home in two days,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
352, Sadly no. It didn`t come with one...,negative,-0.4215,31.8,68.2,0.0,0.318,0.682,0.0
353,Cant wait to see my boy tomorrow,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
354, ehhh no. just a check up. I have a dentist app next week though. getting my molar pulled/root canal.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
355, aww I miss driving down elmwood,negative,-0.1531,24.2,75.8,0.0,0.242,0.758,0.0
356,Omg Wango Tango was **** AWSOME! I love my baby for taking me,positive,0.6696,0.0,72.8,27.200000000000003,0.0,0.728,0.272
357,"Version 2 of our live, interactive Trans-Siberian ticket planner is launched: http://tinyurl.com/c5ljwm - its very cool",positive,0.4754,0.0,77.4,22.6,0.0,0.774,0.226
358,_30439 I really wish I could go!,positive,0.5081,0.0,64.60000000000001,35.4,0.0,0.646,0.354
359," yeah real hard, but I know you`ll get by with it... smile",positive,0.5647,8.0,59.8,32.2,0.08,0.598,0.322
360, I`m 25 in december that`s not good at all next big birthday is 30  after 21 it flys by for sure,neutral,-0.0274,10.100000000000001,80.10000000000001,9.700000000000001,0.101,0.801,0.097
361,  This has made my night!!  Way too funny!!,positive,0.6209,0.0,63.2,36.8,0.0,0.632,0.368
362,Woo CAVS.  Happy Mother`s Day!,positive,0.7959,0.0,29.7,70.3,0.0,0.297,0.703
363, I make that same face when I get home and your mom is watching soaps.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
364,I have to go to work now.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
365, I can`t believe you went and got boba without me.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
366,"  And to you too, how are you today?",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
367, Thanks for the warm welcome! We didn`t make plans   because our arrival time was so up in the air.,positive,0.7959,0.0,66.4,33.6,0.0,0.664,0.336
368,19 days and counting,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
